id,full_name,specialty,commercial_spend,research_spend,total_spend,primary_manufacturer,influence_ratio,log_total_spend,loyalty_score,mfg_loyalty_pct,cluster,segment_name
1326930,Andrew Lerman,Neurology,67515.26,110925.0,178440.26,"Neurocrine Biosciences, Inc.",0.6216366194489965,12.092014750414313,0.3784,37.83633805510034,1,Scientific KOLs
190454,Michael Levy,Neurology,34806.18,137404.11,172210.29,"Alexion Pharmaceuticals, Inc.",0.7978855967317631,12.056477432125078,0.2021,20.211440326823677,1,Scientific KOLs
327908,Leonardo Vando,Neurology,325.68,169959.5,170285.18,"Teva Pharmaceuticals Usa, Inc.",0.9980874436636236,12.045235712447708,0.0019,0.19125563363764247,1,Scientific KOLs
211881,David Bear,Neurology,94927.53,71256.43,166183.96,"Lilly Usa, Llc",0.4287804310355825,12.020856663927244,0.5712,57.12195689644175,1,Scientific KOLs
218111,Kandasami Senthilkumar,Neurology,681.51,159930.0,160611.51,Acadia Pharmaceuticals Inc,0.9957567798223178,11.986749972853389,0.0042,0.424322017768216,1,Scientific KOLs
122524,David Hinchman,Cardiology,88549.33,70959.2,159508.53,"E.R. Squibb & Sons, L.L.C.",0.44486147543332005,11.979858948638423,0.5551,55.51385245666799,1,Scientific KOLs
39469,Mordecai Klein,Cardiology,14.87,157914.0,157928.87,Abbott Laboratories,0.999905843687731,11.969906352714265,0.0001,0.009415631226893473,1,Scientific KOLs
144776,Diana Balsalobre,Neurology,772.7,156441.19,157213.89,"E.R. Squibb & Sons, L.L.C.",0.9950850398778377,11.96536887459336,0.0049,0.49149601221622335,1,Scientific KOLs
298851,Felton Anderson,Cardiology,5282.8,146176.93,151459.73,Novartis Pharmaceuticals Corporation,0.9651207618024935,11.92808166241059,0.0349,3.4879238197506357,1,Scientific KOLs
865154,Maryam Lustberg,Oncology,17568.85,130966.81,148535.66,Eli Lilly And Company,0.881719649005498,11.9085870754447,0.1183,11.828035099450192,1,Scientific KOLs
414037,David Funt,Cardiology,1171.94,147355.94,148527.88,Eli Lilly And Company,0.992109629518714,11.908534696430953,0.0079,0.7890370481286072,1,Scientific KOLs
36108,Barbara Hutchinson,Cardiology,13149.24,135267.0,148416.24,Novo Nordisk Inc,0.9114029569809882,11.907782775474653,0.0886,8.859704301901195,1,Scientific KOLs
298851,Felton Anderson,Cardiology,39.17,146176.93,146216.1,Novartis Pharmaceuticals Corporation,0.9997321088443748,11.892847782522464,0.0003,0.02678911556251329,1,Scientific KOLs
865154,Mariam Lustberg,Oncology,7817.0,130966.81,138783.81,Eli Lilly And Company,0.9436749862970327,11.840679883025716,0.0563,5.632501370296723,1,Scientific KOLs
7227990,Syed Naqvi,Cardiology,2796.73,134277.46,137074.19,Novartis Pharmaceuticals Corporation,0.9795969613243747,11.828284886373787,0.0204,2.040303867562522,1,Scientific KOLs
7227990,Syed Naqvi,Cardiology,2743.93,134277.46,137021.39,Novartis Pharmaceuticals Corporation,0.9799744404869924,11.827899622113861,0.02,2.002555951300742,1,Scientific KOLs
1688632,Mayur Narkhede,Oncology,68091.61,67500.0,135591.61,"Beigene Usa, Inc.",0.4978184122159181,11.81741015447826,0.5022,50.218158778408196,1,Scientific KOLs
7227990,Syed Naqvi,Cardiology,86.75,134277.46,134364.21,Novartis Pharmaceuticals Corporation,0.9993543667618036,11.808316819395998,0.0006,0.06456332381963918,1,Scientific KOLs
865154,Maryam Lustberg,Oncology,700.0,130966.81,131666.81,Eli Lilly And Company,0.9946835500913253,11.788037438721751,0.0053,0.5316449908674783,1,Scientific KOLs
1123900,Binod Dhakal,Oncology,546.35,130671.09,131217.44,Pfizer Inc.,0.9958363004186028,11.78461869439656,0.0042,0.4163699581397107,1,Scientific KOLs
100218,Jeffrey Zonder,Oncology,4810.47,125764.75,130575.22,"Regeneron Pharmaceuticals, Inc.",0.9631593957873477,11.77971239655015,0.0368,3.68406042126523,1,Scientific KOLs
218049,Mark Napoli,Cardiology,124.17,128757.31,128881.48,Boston Scientific Corporation,0.9990365566875862,11.76665626037211,0.001,0.0963443312413855,1,Scientific KOLs
302552,Duc Tran,Neurology,16308.8,109838.0,126146.8,"Lilly Usa, Llc",0.8707157058284475,11.745209514361049,0.1293,12.928429417155249,1,Scientific KOLs
247575,Christie Ballantyne,Cardiology,2416.5,122897.75,125314.25,Eli Lilly And Company,0.9807164787723662,11.738587841379392,0.0193,1.9283521227633729,1,Scientific KOLs
158589,Prashant Kapoor,Oncology,17157.52,98562.95,115720.47,Genzyme Corporation,0.8517330598467151,11.65894146208578,0.1483,14.82669401532849,1,Scientific KOLs
406267,Svetlana Blitshteyn,Neurology,1250.0,113695.0,114945.0,Csl Behring,0.9891252338074732,11.652217731847726,0.0109,1.087476619252686,1,Scientific KOLs
1299807,Asad Karim,Cardiology,80.18,112092.0,112172.18,Abbott Laboratories,0.9992852060109736,11.627799206063576,0.0007,0.07147939890265127,1,Scientific KOLs
353358,Aditya Samal,Cardiology,925.12,110733.21,111658.33,Boston Scientific Corporation,0.9917147247321361,11.623207818488119,0.0083,0.8285275267864027,1,Scientific KOLs
1326930,Andrew Lerman,Neurology,116.39,110925.0,111041.39,"Neurocrine Biosciences, Inc.",0.9989518322852406,11.617667299284214,0.001,0.10481677147593345,1,Scientific KOLs
353358,Aditya Samal,Cardiology,19.72,110733.21,110752.93,Boston Scientific Corporation,0.9998219460198481,11.615066172605106,0.0002,0.01780539801520375,1,Scientific KOLs
1149786,Matthew Janik,Cardiology,1458.96,107653.2,109112.16,Novartis Pharmaceuticals Corporation,0.9866288047088426,11.600140787828153,0.0134,1.3371195291157283,1,Scientific KOLs
330340,Lori Daniels,Cardiology,43209.9,65475.0,108684.9,Roche Diagnostics International Ltd,0.6024295923352738,11.5962173498842,0.3976,39.75704076647262,1,Scientific KOLs
34191,Farhad Rafii,Cardiology,13506.26,94271.07,107777.33,Merck Sharp & Dohme Llc,0.8746836649228553,11.58783189684156,0.1253,12.53163350771447,1,Scientific KOLs
192825,John Powderly,Oncology,88.99,106970.21,107059.2,"Takeda Pharmaceuticals U.S.A., Inc.",0.9991687776482545,11.581146572056968,0.0008,0.08312223517455763,1,Scientific KOLs
88160,Robert Haddad,Oncology,63099.52,43959.22,107058.74,Merck Sharp & Dohme Llc,0.4106084192659095,11.581142275399682,0.5894,58.93915807340904,1,Scientific KOLs
548346,Elly Lee,Neurology,328.18,106104.08,106432.26,"Biogen, Inc.",0.9969165363960139,11.575273401027323,0.0031,0.30834636039862356,1,Scientific KOLs
4192659,Yuanquan Yang,Oncology,26.95,106145.0,106171.95,"E.R. Squibb & Sons, L.L.C.",0.9997461664780576,11.57282464724843,0.0003,0.025383352194247165,1,Scientific KOLs
3198356,Koen Nieman,Cardiology,5010.69,98399.1,103409.79,Novartis Pharmaceuticals Corporation,0.9515453033992237,11.546464587643118,0.0485,4.845469660077638,1,Scientific KOLs
830639,Bruce Klugherz,Cardiology,44670.08,57737.0,102407.08,"Boehringer Ingelheim Pharmaceuticals, Inc.",0.5637989092160425,11.53672089472461,0.4362,43.62010907839575,1,Scientific KOLs
18337,Faizan Iftikhar,Cardiology,1654.55,99149.46,100804.01,Eli Lilly And Company,0.9835864664510867,11.520943335765235,0.0164,1.6413533548913382,1,Scientific KOLs
303313,Ricardo Ayala,Neurology,3027.51,96666.0,99693.51,Abbvie Inc.,0.9696318245791526,11.509865889238199,0.0304,3.036817542084736,1,Scientific KOLs
303313,Ricardo Ayala,Neurology,120.27,96666.0,96786.27,Abbvie Inc.,0.9987573650684131,11.480270756352235,0.0012,0.12426349315868872,1,Scientific KOLs
260872,Robert Rosenson,Cardiology,24458.17,71863.85,96322.02,Mylan Inc.,0.7460791416126863,11.475462613871725,0.2539,25.392085838731372,1,Scientific KOLs
565647,Martin Schuster,Neurology,988.83,95254.65,96243.48,"E.R. Squibb & Sons, L.L.C.",0.9897257455777784,11.474646899856069,0.0103,1.027425442222164,1,Scientific KOLs
236717,Kamalesh Sankhala,Oncology,38100.04,58093.26,96193.3,"Springworks Therapeutics, Inc.",0.6039221026828272,11.474125383339103,0.3961,39.60778973171728,1,Scientific KOLs
34191,Farhad Rafii,Cardiology,97.32,94271.07,94368.39,Merck Sharp & Dohme Llc,0.998968722471582,11.45497204107587,0.001,0.10312775284181493,1,Scientific KOLs
7667,Katherine Ludington,Cardiology,1533.32,92611.9,94145.22,Impulse Dynamics (Usa) Inc.,0.9837132464080491,11.452604384580432,0.0163,1.6286753591950816,1,Scientific KOLs
87250,Joseph Weinstein,Cardiology,339.29,92799.6,93138.89,Edwards Lifesciences Corporation,0.9963571607950235,11.441857835517848,0.0036,0.3642839204976568,1,Scientific KOLs
50779,Gregg Stone,Cardiology,2743.68,90084.1,92827.78,"Shockwave Medical, Inc",0.9704433306495104,11.438512000004483,0.0296,2.955666935048969,1,Scientific KOLs
7233307,Oleksandra Dryn,Neurology,4960.02,86368.2,91328.22,Abbvie Inc.,0.9456901711212591,11.422226059191575,0.0543,5.430982887874087,1,Scientific KOLs
858632,Dyanna Domilici,Neurology,116.23,90986.7,91102.93,"E.R. Squibb & Sons, L.L.C.",0.9987241903196747,11.419756221724818,0.0013,0.12758096803253202,1,Scientific KOLs
325557,Fahed Bitar,Cardiology,298.41,88784.3,89082.71,Edwards Lifesciences Corporation,0.9966501917150926,11.397331768460944,0.0033,0.3349808284907363,1,Scientific KOLs
7233307,Oleksandra Dryn,Neurology,182.85,86368.2,86551.05,Abbvie Inc.,0.9978873739833312,11.368501246054644,0.0021,0.21126260166687752,1,Scientific KOLs
122296,Eugenia Gianos,Cardiology,88.77,86000.35,86089.12,Amgen Inc.,0.9989688592472546,11.363149933541143,0.001,0.1031140752745527,1,Scientific KOLs
171436,Michael Zile,Cardiology,44577.79,40361.3,84939.09,"Medtronic, Inc.",0.47517933144798236,11.349701463438162,0.5248,52.48206685520177,1,Scientific KOLs
9158,Michael Shapiro,Cardiology,31400.96,52623.08,84024.04,Novo Nordisk Inc,0.6262860010063788,11.338870128641988,0.3737,37.37139989936213,1,Scientific KOLs
69258,Jeffrey Cole,Cardiology,495.55,81306.08,81801.63,Novartis Pharmaceuticals Corporation,0.9939420522549489,11.31206467366323,0.0061,0.6057947745051047,1,Scientific KOLs
188902,Ayim Akyea Djamson,Cardiology,614.04,80881.76,81495.8,Eli Lilly And Company,0.9924653785839269,11.30831903465443,0.0075,0.7534621416072975,1,Scientific KOLs
69258,Jeffrey Cole,Cardiology,26.2,81306.08,81332.28,Novartis Pharmaceuticals Corporation,0.9996778646805426,11.30631055986931,0.0003,0.03221353194574159,1,Scientific KOLs
188902,Ayim Akyea Djamson,Cardiology,161.03,80881.76,81042.79,Eli Lilly And Company,0.9980130249711294,11.302744904857649,0.002,0.19869750288705512,1,Scientific KOLs
188902,Ayim Akyea-Djamson,Cardiology,63.21,80881.76,80944.97,Eli Lilly And Company,0.9992190990990545,11.301537174049354,0.0008,0.07809009009454201,1,Scientific KOLs
792604,Michael Koren,Cardiology,27632.68,52548.03,80180.71,Novartis Pharmaceuticals Corporation,0.655369976145135,11.292050712983299,0.3446,34.46300238548648,1,Scientific KOLs
69279,Cesar Batista,Oncology,3307.29,75792.0,79099.29,Pfizer Inc.,0.9581881202726347,11.278471819994284,0.0418,4.181187972736544,1,Scientific KOLs
268402,Kashif Latif,Neurology,52.41,78683.32,78735.73,Abbvie Inc.,0.9993343555714795,11.273865034552314,0.0007,0.06656444285205713,1,Scientific KOLs
77198,Ruben Niesvizky,Oncology,30492.36,47146.0,77638.36,"Janssen Biotech, Inc.",0.6072513638876452,11.25982979407535,0.3927,39.274863611235475,1,Scientific KOLs
140212,Isaac Thomas,Cardiology,373.81,76495.0,76868.81,"Lantheus Medical Imaging, Inc.",0.9951370393271342,11.249868490634647,0.0049,0.48629606728658864,1,Scientific KOLs
814974,Jennifer Chan,Oncology,11223.54,65404.35,76627.89,Curium Us Llc,0.8535319189918971,11.24672943867097,0.1465,14.646808100810293,1,Scientific KOLs
140212,Isaac Thomas,Cardiology,118.78,76495.0,76613.78,"Lantheus Medical Imaging, Inc.",0.9984496261638572,11.246545287507795,0.0016,0.15503738361427932,1,Scientific KOLs
69279,Cesar Perez,Oncology,388.58,75792.0,76180.58,Pfizer Inc.,0.9948992249730837,11.240874980169316,0.0051,0.5100775026916309,1,Scientific KOLs
147284,Michael Hall,Cardiology,14027.11,58125.0,72152.11,Novo Nordisk Inc,0.8055897464398477,11.186545667916143,0.1944,19.441025356015228,1,Scientific KOLs
1289505,Paul Wylie,Neurology,16241.72,55718.0,71959.72,Idorsia Pharmaceuticals Us Inc,0.7742942857476377,11.183875693573057,0.2257,22.570571425236228,1,Scientific KOLs
330825,Hunter Champion,Cardiology,5738.54,66100.0,71838.54,"Actelion Pharmaceuticals Us, Inc.",0.9201189222386759,11.182190299837542,0.0799,7.988107776132422,1,Scientific KOLs
155302,William Gradishar,Oncology,30054.65,41069.64,71124.29,Astrazeneca Pharmaceuticals Lp,0.5774347975916526,11.172198248748966,0.4226,42.256520240834746,1,Scientific KOLs
122524,David Hinchman,Cardiology,17.21,70959.2,70976.41,"E.R. Squibb & Sons, L.L.C.",0.9997575250706536,11.170116936382868,0.0002,0.024247492934624335,1,Scientific KOLs
1114767,Stephanie Bernstein,Oncology,40040.0,30765.0,70805.0,Astrazeneca Uk Limited,0.43450321304992584,11.167699021853803,0.5655,56.54967869500741,1,Scientific KOLs
150354,Andreas Muench,Cardiology,5197.26,64528.14,69725.4,"Medtronic, Inc.",0.9254610228123468,11.15233429117543,0.0745,7.453897718765329,1,Scientific KOLs
1191811,Christopher Kontos,Cardiology,8069.15,61600.0,69669.15,Merck Sharp & Dohme Llc,0.8841790089300645,11.15152724102888,0.1158,11.582099106993555,1,Scientific KOLs
1165757,Fatima Rodriguez,Cardiology,40111.77,29436.4,69548.17,Novartis Pharmaceuticals Corporation,0.42325197054070585,11.149789263419848,0.5767,57.674802945929414,1,Scientific KOLs
907186,Dickran Kazandjian,Oncology,13457.27,55294.82,68752.09,Karyopharm Therapeutics Inc.,0.8042638412883157,11.138276959973346,0.1957,19.573615871168425,1,Scientific KOLs
1053,Norman Lepor,Cardiology,27330.91,41277.0,68607.91,Astrazeneca Pharmaceuticals Lp,0.6016361670250558,11.136177688661785,0.3984,39.83638329749441,1,Scientific KOLs
1268856,Paul Winner,Neurology,18171.94,49836.22,68008.16,Abbvie Inc.,0.732797652516992,11.127397680968574,0.2672,26.720234748300786,1,Scientific KOLs
136764,Ravinder Bachireddy,Cardiology,897.89,66660.35,67558.24,Boston Scientific Corporation,0.9867093932583205,11.120760121598545,0.0133,1.3290606741679474,1,Scientific KOLs
1003306,Patricia Dugan,Neurology,14672.23,52716.5,67388.73,"Neuropace, Inc.",0.7822747216040428,11.118247911403078,0.2177,21.772527839595732,1,Scientific KOLs
18042,Yaw Adjei-Poku,Cardiology,109.95,66036.0,66145.95,Novartis Pharmaceuticals Corporation,0.9983377667113407,11.099634061148304,0.0017,0.16622332886593966,1,Scientific KOLs
347102,Randall Bateman,Neurology,30.48,66000.0,66030.48,"Biogen, Inc.",0.9995383949957657,11.097886876991643,0.0005,0.04616050042344082,1,Scientific KOLs
330340,Lori Daniels Krummen,Cardiology,35.83,65475.0,65510.83,Roche Diagnostics International Ltd,0.9994530675309715,11.08998601600222,0.0005,0.05469324690284033,1,Scientific KOLs
619748,Neel Patel,Cardiology,984.09,63324.0,64308.09,Abbott Laboratories,0.984697259707138,11.071456268818872,0.0153,1.5302740292862067,1,Scientific KOLs
1182983,Alexander Lesokhin,Oncology,12270.72,51168.93,63439.65,Abbvie Inc.,0.8065764864717885,11.05786010215788,0.1934,19.342351352821144,1,Scientific KOLs
12335,Kenneth Cohen,Cardiology,1473.13,61940.0,63413.13,"Lilly Usa, Llc",0.9767693220631122,11.057441986255801,0.0232,2.3230677936887836,1,Scientific KOLs
3277198,Timothy Maher,Cardiology,118.83,62483.0,62601.83,Biotronik Inc.,0.998101812678639,11.044565763734086,0.0019,0.18981873213610528,1,Scientific KOLs
87900,Mehrdad Ariani,Cardiology,1197.02,61134.47,62331.49,Astrazeneca Pharmaceuticals Lp,0.9807959026809724,11.040238077665325,0.0192,1.9204097319027669,1,Scientific KOLs
239890,Joe Hargrove,Cardiology,1076.33,61151.49,62227.82,Novartis Pharmaceuticals Corporation,0.9827033953623958,11.03857351546801,0.0173,1.729660463760421,1,Scientific KOLs
314541,Elias Kassab,Cardiology,1732.42,59091.0,60823.42,Zoll Services Llc (A/K/A Zoll Lifecor Corp),0.9715172214913269,11.015746632053444,0.0285,2.8482778508673143,1,Scientific KOLs
236717,Kamalesh Sankhala,Oncology,1428.0,58093.26,59521.26,"Springworks Therapeutics, Inc.",0.976008572399173,10.994105639216222,0.024,2.3991427600826998,1,Scientific KOLs
314541,Elias Kassab,Cardiology,16.34,59091.0,59107.34,Zoll Services Llc (A/K/A Zoll Lifecor Corp),0.9997235537921348,10.987127310189427,0.0003,0.02764462078652161,1,Scientific KOLs
29086,Mohammad Bolouri,Neurology,16942.79,42149.9,59092.69,"Lilly Usa, Llc",0.7132845027024494,10.986879429504551,0.2867,28.671549729755068,1,Scientific KOLs
150523,Faisal Wahid,Cardiology,276.43,58476.0,58752.43,"Medtronic, Inc.",0.9952950031173179,10.98110481328091,0.0047,0.4704996882682129,1,Scientific KOLs
2850869,Jia Shen,Cardiology,814.85,57750.0,58564.85,Zoll Services Llc (A/K/A Zoll Lifecor Corp),0.9860863640904058,10.97790704118675,0.0139,1.3913635909594237,1,Scientific KOLs
150523,Faisal Wahid,Cardiology,34.99,58476.0,58510.99,"Medtronic, Inc.",0.9994019926854767,10.976986969484035,0.0006,0.059800731452330586,1,Scientific KOLs
830639,Bruce Klugherz,Cardiology,107.1,57737.0,57844.1,"Boehringer Ingelheim Pharmaceuticals, Inc.",0.9981484714949321,10.965524027219383,0.0019,0.18515285050679325,1,Scientific KOLs
2850869,Jia Shen,Cardiology,20.1,57750.0,57770.1,Zoll Services Llc (A/K/A Zoll Lifecor Corp),0.9996520691499582,10.964243929618787,0.0003,0.034793085004180366,1,Scientific KOLs
20364,James Fang,Cardiology,675.03,56950.0,57625.03,Astrazeneca Pharmaceuticals Lp,0.9882858195475126,10.96172965432576,0.0117,1.17141804524874,1,Scientific KOLs
9158,Michael Shapiro,Cardiology,4585.0,52623.08,57208.08,Novo Nordisk Inc,0.9198539786687475,10.95446790602857,0.0801,8.014602133125251,1,Scientific KOLs
253953,Edwin Mccreary,Oncology,157.98,54784.81,54942.79,"Myriad Genetic Laboratories, Inc.",0.9971246454721356,10.914065941616514,0.0029,0.2875354527864347,1,Scientific KOLs
253953,Edwin Mccreary,Oncology,71.08,54784.81,54855.89,"Myriad Genetic Laboratories, Inc.",0.9987042412400928,10.912483073128927,0.0013,0.12957587599070947,1,Scientific KOLs
80775,Marla Dubinsky,Oncology,24717.46,29590.0,54307.46,Eli Lilly And Company,0.5448606876477007,10.902435294891268,0.4551,45.513931235229926,1,Scientific KOLs
212326,Waqar Siddiqui,Neurology,1690.51,52520.0,54210.51,Abbvie Inc.,0.968815825565928,10.900648526505815,0.0312,3.1184174434071914,1,Scientific KOLs
575673,Heber Varela,Neurology,209.62,53957.66,54167.28,"Livanova Usa, Inc.",0.9961301361264587,10.89985077625565,0.0039,0.38698638735413704,1,Scientific KOLs
170298,Cecile Becker,Neurology,1837.12,52075.1,53912.22,Abbvie Inc.,0.9659238666113173,10.895130995840258,0.0341,3.407613338868256,1,Scientific KOLs
1360334,Karthik Giridhar,Oncology,13619.15,39069.0,52688.15,Eli Lilly And Company,0.7415139836946258,10.872164830979832,0.2585,25.848601630537416,1,Scientific KOLs
374124,John Charlson,Oncology,19497.73,32683.0,52180.73,Deciphera Pharmaceuticals Inc.,0.626342329821756,10.862487712606434,0.3737,37.36576701782439,1,Scientific KOLs
183398,Hope Rugo,Oncology,18815.19,32716.33,51531.52,Pfizer Inc.,0.6348799724906233,10.84996834367786,0.3651,36.512002750937675,1,Scientific KOLs
470147,Jacalyn Rosenblatt,Oncology,150.0,51335.0,51485.0,Pfizer Inc.,0.9970865300572982,10.849065205035176,0.0029,0.2913469942701758,1,Scientific KOLs
201301,David Brabham,Cardiology,7821.88,42780.0,50601.88,"Boehringer Ingelheim Pharmaceuticals, Inc.",0.8454231344764266,10.831763770651893,0.1546,15.457686552357345,1,Scientific KOLs
1295309,Dionisio Yorro,Cardiology,217.53,50126.0,50343.53,Novartis Pharmaceuticals Corporation,0.9956790872630505,10.826645252721672,0.0043,0.4320912736949515,1,Scientific KOLs
474943,Dan Zandberg,Oncology,4555.0,45650.89,50205.89,Merck Sharp & Dohme Llc,0.9092735931979296,10.82390754725778,0.0907,9.072640680207043,1,Scientific KOLs
301102,Matthew Matasar,Oncology,24143.95,25968.96,50112.91,"E.R. Squibb & Sons, L.L.C.",0.5182089804802794,10.822053893247375,0.4818,48.17910195197205,1,Scientific KOLs
377321,Imran Quraishi,Neurology,343.57,49679.5,50023.07,"Neuropace, Inc.",0.9931317690017826,10.820259568574476,0.0069,0.6868230998217423,1,Scientific KOLs
15139,Darren Mcguire,Cardiology,500.0,49482.09,49982.09,Eli Lilly And Company,0.9899964167164679,10.819440027207765,0.01,1.000358328353216,1,Scientific KOLs
